Identifiant noeud amont,Identifiant noeud aval,cost
914,912,9.422281481489339
2829,2830,265.24198986275513
2711,895,10.588281535559844
2134,2098,11.689759799858718
2526,3289,7.941006213906473
618,619,6.481882400295836
2929,2938,29.845075824110086
2502,2501,30.09732640602857
3020,3030,12.277207296452845
870,869,6.538712323308346
835,2653,44.40002149021437
913,914,6.094375274920173
2829,2830,265.24198986275513
2711,895,15.882422303339766
2134,2098,11.689759799858718
2953,2954,7.922677328421886
2526,3289,7.941006213906473
618,619,7.28708518294128
2929,2938,29.845075824110086
2502,2501,30.09732640602857
3020,3030,12.277207296452845
870,869,6.538712323308346
913,914,9.141562912380259
2829,2830,265.24198986275513
2711,895,5.323390164286993
2953,2954,3.9832245131844846
736,757,11.598732866101132
2526,3289,7.941006213906473
618,619,3.6636726610367765
781,2832,246.5948322064039
2502,2501,30.09732640602857
3020,3030,12.277207296452845
870,869,6.538712323308346
913,914,6.094375274920173
2829,2830,265.24198986275513
2711,895,5.323390164286993
2137,3199,7.11852183492992
736,757,11.598732866101132
2526,3289,15.794748623264523
618,619,7.28708518294128
2502,2501,10.0878699924442
3020,3030,12.277207296452845
870,869,6.538712323308346
913,914,9.141562912380259
2830,2831,239.6229828747123
2711,895,10.588281535559844
2137,3199,7.11852183492992
650,649,6.9475394122459235
540,2686,6.1014733446109854
2526,3289,15.794748623264523
901,559,23.71530722987113
2502,2501,10.0878699924442
627,583,29.494857538177744
3020,3030,12.277207296452845
913,914,9.141562912380259
2830,2831,239.6229828747123
2137,2138,17.903591284327103
540,2686,12.135897531588887
2524,3289,28.296903988841006
787,796,29.14953605283263
627,583,29.494857538177744
3032,3031,10.136840687812976
913,914,6.094375274920173
2830,2831,239.6229828747123
2138,2139,13.12847971805285
540,2686,12.135897531588887
631,629,43.46981342268334
757,758,7.323838191321844
2524,3289,18.864602659227337
2812,2782,35.27142281333896
787,786,10.812447700847923
3032,3031,10.136840687812976
913,914,6.094375274920173
2138,2137,17.910889268555902
540,2686,12.135897531588887
631,629,43.46981342268334
760,759,4.486531296647119
2524,3289,18.864602659227337
2812,2782,17.733146276319587
788,2842,189.7522180202637
3032,3031,10.136840687812976
913,914,3.0640229282747833
2830,2831,239.6229828747123
2139,2146,6.02011841454705
540,2686,12.135897531588887
2524,3289,9.484413491655733
2812,2782,0.1948697393002152
3311,2417,30.745654587881944
796,797,16.8749864099228
3032,3031,10.136840687812976
913,914,3.0640229282747833
2830,2831,239.6229828747123
2139,211,13.897459841501474
540,2686,12.135897531588887
2524,3289,9.484413491655733
2812,2782,35.27142281333896
2940,2941,24.329415428557525
2421,2420,24.41249609750438
796,787,13.874675865197931
3032,3031,15.205261031719463
2830,2831,239.6229828747123
2139,211,13.897459841501474
540,2686,6.1014733446109854
3030,3031,6.5489543641167725
781,2832,33.05725893857704
540,2686,6.1014733446109854
906,901,14.920866238977744
799,960,7.592807535681837
3030,3031,6.5489543641167725
781,2832,209.63640606389544
2139,2138,13.213183020609332
663,826,9.862554586798833
540,2686,6.1014733446109854
762,761,9.15946203588636
2944,2943,29.84521052681159
2422,2421,24.609925613654234
906,901,14.920866238977744
3030,3031,13.025942196759734
781,2832,246.5948322064039
2139,154,14.387880750596281
664,3222,6.355531697471385
540,2686,6.1014733446109854
762,761,9.15946203588636
3030,3031,13.025942196759734
781,2832,246.5948322064039
508,2686,5.553726298493543
2959,2924,10.022529777435482
3030,3031,13.025942196759734
781,2832,246.5948322064039
3155,2783,0.165167933545681
508,2686,11.04642263766298
2959,2924,10.022529777435482
631,629,43.46981342268334
3030,3031,13.025942196759734
781,2832,246.5948322064039
2137,3199,10.67778275239488
3155,2783,0.165167933545681
508,2686,11.04642263766298
769,764,11.622572038760119
2945,2944,20.291752571606438
803,962,0.1125568540554999
2504,604,375.99760619769006
631,629,43.46981342268334
3030,3031,13.025942196759734
819,3071,14.770396800644304
781,2832,369.89224830960586
2137,3199,7.11852183492992
508,2686,11.04642263766298
768,764,14.587272810614014
498,3290,15.3107591666728
2642,3171,12.174026455170589
804,808,445.26390910764565
2504,604,375.99760619769006
819,3071,14.770396800644304
2137,3199,3.5789253424233296
674,695,17.654096168003008
508,2686,11.04642263766298
3441,766,22.508887028618
498,3290,15.3107591666728
2642,3171,6.1206431349200185
2991,2975,27.919106725824022
2687,2688,8.448903168160838
2504,604,250.66507079846005
819,3071,14.770396800644304
2137,3199,3.5789253424233296
183,184,8.710099101230638
476,2786,119.75749434301055
508,2686,11.04642263766298
3441,766,22.508887028618
498,3290,0.1682501007326681
2642,3171,6.1206431349200185
2687,2688,16.804961246561664
2504,604,250.66507079846005
819,3071,14.770396800644304
2137,3199,3.5789253424233296
184,3269,19.485636189137594
679,711,14.340455805717575
508,2686,11.04642263766298
640,633,16.21735158740529
3074,766,22.047158011031733
498,3290,0.1682501007326681
2687,2688,16.804961246561664
2504,604,375.99760619769006
3031,3032,5.171216688026806
871,870,10.165229213127175
819,3071,14.770396800644304
3199,2137,7.16427401023824
185,186,5.074692322744548
474,468,11.793085732204647
508,2686,11.04642263766298
640,633,16.21735158740529
3074,766,22.047158011031733
498,3290,15.3107591666728
2687,2688,16.804961246561664
3031,3032,10.285606819042329
871,870,10.165229213127175
819,3071,14.770396800644304
3199,2137,7.16427401023824
474,468,11.793085732204647
508,2686,5.553726298493543
633,640,15.814694177863117
764,768,14.572036581640072
2996,644,17.727814051506723
2687,2688,16.804961246561664
3031,3032,10.285606819042329
871,870,10.165229213127175
819,3071,14.770396800644304
892,896,15.318161950642677
3199,2137,3.6019278173020988
474,468,11.793085732204647
508,2686,5.553726298493543
764,768,14.572036581640072
2687,2688,16.804961246561664
3031,3032,10.285606819042329
871,870,10.165229213127175
2655,2656,24.985639523062474
892,896,15.318161950642677
3199,2137,3.6019278173020988
474,468,11.793085732204647
508,2686,5.553726298493543
573,575,3.6605883668927763
2759,3175,8.49142767809049
2997,2996,10.06050605185301
2687,2688,16.804961246561664
3031,3032,10.285606819042329
871,870,10.165229213127175
2655,2656,24.985639523062474
892,896,15.318161950642677
3199,2137,7.16427401023824
188,187,24.951411230840904
473,468,13.143891107931664
508,2686,5.553726298493543
640,586,10.474949632034049
770,769,14.903847023264982
573,575,3.6605883668927763
2759,3175,9.546263414499247
2687,2688,16.804961246561664
3032,3033,6.992340915453704
871,870,0.11170581552887004
2655,2656,24.985639523062474
3199,2137,7.16427401023824
473,468,13.143891107931664
508,2686,5.553726298493543
640,586,10.474949632034049
764,769,11.819413219358271
573,575,7.280950487995523
2443,2425,18.67792990607246
2759,3175,9.546263414499247
2999,2998,20.638197395161974
2687,2688,16.804961246561664
3032,3033,6.992340915453704
871,870,10.165229213127175
2655,2656,24.985639523062474
3537,2835,0.28312969849474123
892,896,15.318161950642677
3199,2137,7.16427401023824
189,188,14.061808974618252
473,468,13.143891107931664
699,731,21.217585929864015
508,2686,5.553726298493543
516,769,6.874580701253929
573,575,7.280950487995523
2443,2425,18.67792990607246
2759,3175,9.546263414499247
3000,403,12.875986475882597
2687,2688,16.804961246561664
3032,3033,13.907842919748576
871,870,10.165229213127175
3537,2835,0.28312969849474123
892,896,15.318161950642677
2139,2146,6.767959211385193
473,468,19.715836661897495
508,2686,11.04642263766298
516,769,6.874580701253929
573,575,6.476425572194912
2428,2425,42.1499337584981
911,912,12.000283790040216
3000,2999,15.372721258489921
2687,2688,8.448903168160838
3032,3033,13.907842919748576
871,870,10.165229213127175
3537,2835,0.28312969849474123
892,896,7.701396339825876
2139,2146,6.767959211385193
473,469,0.6329684343615829
701,752,7.471188934541301
573,575,7.280950487995523
911,910,12.684769240221996
2505,2507,19.792810190049284
640,633,16.21735158740529
3032,3033,13.907842919748576
871,870,10.165229213127175
3537,2835,45.58388145765334
892,896,15.318161950642677
2139,2146,3.40267562561355
473,469,1.2589811716422694
573,575,7.280950487995523
2948,2949,15.753974538675749
911,910,12.684769240221996
2687,2688,16.804961246561664
2505,2507,19.792810190049284
640,633,16.21735158740529
3032,3033,13.907842919748576
871,870,10.165229213127175
3537,2835,51.24647542754816
2139,2146,3.40267562561355
473,469,1.2589811716422694
707,774,7.639929472677618
573,575,7.280950487995523
2948,2949,15.753974538675749
2690,2689,9.657913039049445
2505,2507,19.792810190049284
633,640,15.814694177863117
871,870,10.165229213127175
2139,2146,6.767959211385193
197,123,22.716047511642348
473,469,1.2589811716422694
707,685,45.027674832435586
643,588,11.081302468055016
2276,3186,0.721651573623143
575,573,3.7079490695639152
2690,2689,9.657913039049445
2505,2507,19.792810190049284
633,640,15.814694177863117
201,202,3.839796353232427
473,469,1.2589811716422694
2276,3186,0.721651573623143
575,573,7.3751514460557
3020,3030,12.277207296452845
2690,2689,9.657913039049445
2506,2408,66.06160182487774
633,640,15.814694177863117
201,200,9.509533282529473
711,702,17.244044658123606
2276,3186,0.721651573623143
575,573,7.3751514460557
2690,2689,19.209695165581863
2506,2408,66.06160182487774
711,679,13.568475296873059
707,774,8.588989034500925
2276,3186,0.721651573623143
575,573,7.3751514460557
2949,2950,15.984227700977177
2690,2689,19.209695165581863
2506,2408,66.06160182487774
211,2139,21.211868741779558
473,471,12.248823312629513
712,716,8.863863578568704
575,573,7.3751514460557
2690,2689,9.657913039049445
2506,2408,49.51200799297255
640,586,10.474949632034049
2099,2159,6.55860645197902
473,471,12.248823312629513
716,712,3.6526355923663374
646,636,14.252996780639675
575,573,7.3751514460557
2690,2689,9.657913039049445
640,586,10.474949632034049
2642,3171,12.174026455106704
2099,2159,3.2974209233706673
216,215,4.797530445157549
473,471,12.248823312629513
716,727,12.418272575278438
719,718,7.3948323957278586
575,576,13.80783209520952
2950,2951,6.085047048455084
913,914,6.094375274920173
2690,2689,9.657913039049445
2507,2509,13.838189059894342
2925,3034,7.877446158064817
2642,3171,12.174026455106704
789,2836,161.81826976711565
892,897,12.126864983436963
2099,2159,6.55860645197902
218,217,3.9576966163070044
473,471,13.770416270720135
2677,2687,10.46928075934484
2962,2799,0.0151134798483304
719,718,7.3948323957278586
575,576,13.80783209520952
913,914,9.141562912380259
2690,2689,9.657913039049445
2507,2509,13.838189059894342
2925,3034,15.668326973733317
2642,3171,12.174026455106704
789,2836,190.34646620010372
892,897,12.126864983436963
2099,2159,6.55860645197902
222,232,8.311708492607712
473,471,12.248823312629513
719,718,7.3948323957278586
2677,2687,10.46928075934484
2962,2799,0.0151134798483304
718,719,7.371235593187113
575,576,27.463929771790365
2431,2430,22.310679435563234
3027,3026,21.421986983602217
2690,2689,0.10613091251702685
2507,2509,13.838189059894342
2925,3034,15.668326973733317
2656,2655,22.84268954687499
789,2836,190.34646620010372
892,897,12.126864983436963
2099,2159,6.55860645197902
720,699,12.162929133538944
2677,2687,10.46928075934484
2962,2799,0.0151134798483304
718,719,7.371235593187113
575,576,24.429241399216842
3031,3030,13.290620503824517
2690,2689,0.10613091251702685
643,588,22.04083238151602
2925,3034,15.668326973733317
2656,2655,22.84268954687499
789,2836,190.34646620010372
892,897,6.09693211874455
2103,2115,8.738191170490966
223,261,9.035024428238739
2677,2687,10.46928075934484
2962,2799,1.3753266661980672
2842,781,433.20286350785256
575,576,27.463929771790365
3032,3031,10.136840687812976
2507,2505,20.257254763954155
2925,3034,15.668326973733317
2656,2655,22.84268954687499
789,2836,190.34646620010372
892,897,12.126864983436963
231,238,11.629742850496541
2546,2898,11.026800160052282
2677,2687,10.46928075934484
2962,2799,2.7355398525478045
576,575,13.824558910275902
914,912,14.133422222234008
2507,2505,20.257254763954155
2925,3034,15.668326973733317
2656,2655,22.84268954687499
789,2836,190.34646620010372
892,897,6.09693211874455
231,237,8.908018667651566
2546,2898,11.026800160052282
484,472,18.93530578017775
2677,2687,10.46928075934484
576,575,13.824558910275902
2432,2431,40.17324963108786
914,912,9.422281481489339
2507,2505,20.257254763954155
2656,2655,22.84268954687499
789,2836,190.34646620010372
892,897,12.126864983436963
2103,2115,4.393234234887723
484,472,18.93530578017775
2677,2687,5.263561044753483
2555,3191,27.320729273024867
576,575,27.497199590768552
914,912,14.133422222234008
3034,3023,10.21860023786071
2507,2505,20.257254763954155
2656,2655,22.84268954687499
808,2837,314.59594829254775
892,897,12.126864983436963
2103,2115,4.393234234887723
484,472,18.93530578017775
726,702,18.834744914560613
786,785,10.431111833806217
576,575,27.497199590768552
914,912,9.422281481489339
3035,2925,12.867177057654796
2508,2693,17.69178663092726
808,2837,314.59594829254775
892,897,12.126864983436963
2103,2115,8.738191170490966
220,219,2.7354341026444726
2903,2900,12.181360382512702
484,472,18.93530578017775
2677,2687,5.263561044753483
576,575,27.497199590768552
915,2838,115.07822284013083
3042,202,14.173108179395667
2508,2693,17.69178663092726
808,2837,314.59594829254775
892,897,12.126864983436963
2103,2115,8.738191170490966
2903,2900,12.181360382512702
484,472,18.93530578017775
730,731,12.369051583275398
2677,2687,5.263561044753483
2964,2791,0.07678010395643955
787,786,10.812447700847923
576,575,27.497199590768552
2953,2954,7.922677328421886
2508,2693,17.69178663092726
808,2837,314.59594829254775
892,897,12.126864983436963
2903,2900,12.181360382512702
473,472,16.797760250372054
2677,2687,10.46928075934484
2964,2791,0.07678010395643955
2953,2954,7.922677328421886
918,915,353.22345659870683
2508,2693,26.53767994639089
808,2837,314.59594829254775
2902,2900,0.6226830235810866
473,472,16.797760250372054
731,699,21.504265171433815
2677,2687,10.46928075934484
2964,2791,0.07678010395643955
786,787,20.392245579592323
918,915,353.22345659870683
3045,2572,16.16715773357173
2508,2693,17.69178663092726
915,2838,115.07822284013083
2902,2900,0.6226830235810866
473,472,25.196640375558083
731,730,12.915876163735547
2964,2791,0.07678010395643955
786,787,20.392245579592323
2434,2433,26.913144037912375
918,915,353.22345659870683
2657,2658,23.71067491221384
915,2838,115.07822284013083
240,723,0.15505569407772546
2902,2900,0.6226830235810866
473,472,25.196640375558083
2964,2791,13.897198816115559
2432,2433,20.10660909443862
2509,2507,13.770629984344497
646,636,12.678080009298275
2657,2658,23.71067491221384
915,2838,172.61733426019626
2902,2900,0.6226830235810866
472,473,16.543051123935594
734,3479,5.809010515642763
2964,2793,0.10936538185045636
2428,3195,27.205416744503122
2435,2434,25.601119408594208
2509,2507,20.655944976516746
646,636,14.252996780639675
2926,3035,3.1758689511020735
2657,2658,23.71067491221384
915,2838,115.07822284013083
244,245,14.170562302786866
2902,2900,0.6226830235810866
472,473,16.543051123935594
2964,2793,0.10936538185045636
2428,3195,30.584971619596676
2433,2434,27.01288046776979
2689,2690,10.205860943546739
2509,2507,13.770629984344497
646,636,14.252996780639675
2926,3035,6.316838243400828
2657,2658,23.71067491221384
915,2838,115.07822284013083
2902,2901,14.704656519000434
472,473,16.543051123935594
2964,2793,0.10936538185045636
2433,2434,27.01288046776979
2689,2690,20.299569569032524
2509,2507,13.770629984344497
719,718,11.092248593591787
2926,3035,6.316838243400828
2657,2658,35.566012368320756
915,2838,172.61733426019626
246,288,12.53785878701608
2902,2901,14.704656519000434
472,473,16.543051123935594
744,719,4.665105423472122
2964,2793,0.10936538185045636
797,796,9.076859583533027
919,938,210.1051329827568
2689,2690,20.299569569032524
2509,2507,13.770629984344497
719,718,11.092248593591787
2926,3035,6.316838243400828
2658,2657,23.60611520913625
2902,2901,14.704656519000434
472,473,16.543051123935594
2687,2688,16.804961246561664
797,796,9.076859583533027
2689,2690,20.299569569032524
2509,2602,16.21574612938393
718,719,7.371235593187113
2926,3035,6.316838243400828
2658,2657,23.60611520913625
955,2839,117.10468061347582
472,473,16.543051123935594
745,743,20.994186290502146
2687,2688,16.804961246561664
787,796,29.14953605283263
2689,2690,20.299569569032524
2509,2602,16.21574612938393
718,719,7.371235593187113
2925,3035,7.029722832177937
2658,2657,23.60611520913625
955,2839,117.10468061347582
472,473,16.543051123935594
749,750,0.11756466206227024
2687,2688,16.804961246561664
796,797,16.8749864099228
657,667,8.535501302599453
921,919,417.61907411124633
2689,2690,20.299569569032524
2509,2602,16.21574612938393
2925,3035,7.029722832177937
2658,2657,20.9977046887897
955,2839,137.74997200468604
471,473,13.413205718694043
749,702,4.962322002769918
2687,2688,16.804961246561664
796,797,16.8749864099228
577,576,13.050689489526265
657,667,8.535501302599453
921,919,417.61907411124633
2689,2690,20.299569569032524
2509,2602,16.21574612938393
2925,3035,7.029722832177937
2657,2642,16.77508723860914
955,2839,137.74997200468604
254,3397,9.599061828295667
2901,2902,14.327878538083636
471,473,13.413205718694043
750,751,0.0832182212347765
2687,2688,16.804961246561664
577,576,13.050689489526265
657,667,4.291329384179836
921,919,355.02837191305787
2689,2690,20.299569569032524
2509,2602,16.21574612938393
2925,3035,7.029722832177937
2657,2642,14.921486438762823
955,2839,117.10468061347582
255,256,12.838082541555917
2901,2902,14.327878538083636
471,473,13.413205718694043
751,752,0.06399609742288215
2687,2688,8.448903168160838
3480,798,16.57385316104475
2137,3199,5.368388013634995
577,576,25.957964808837954
875,876,23.834410518310815
657,667,4.291329384179836
2434,2435,26.21040627435477
921,919,355.02837191305787
3074,766,22.047158011031733
2689,2690,10.205860943546739
2509,2602,16.21574612938393
2925,3035,7.029722832177937
2657,2642,14.921486438762823
955,2839,117.10468061347582
256,222,13.906881890809501
2900,2902,7.1112842718142035
471,473,13.413205718694043
752,701,0.0876935860987627
2687,2688,8.448903168160838
960,798,3.7353703737494053
2137,3199,5.368388013634995
577,576,25.957964808837954
875,876,23.834410518310815
657,667,4.291329384179836
2434,2435,26.21040627435477
921,919,417.61907411124633
2689,2690,10.205860943546739
2509,2602,16.21574612938393
2925,3035,7.029722832177937
2657,2642,16.77508723860914
957,2840,0.11746516688268804
2900,2902,7.1112842718142035
752,751,5.850815395109109
2687,2688,8.448903168160838
2137,3199,3.5789253424233296
577,576,25.957964808837954
875,876,23.834410518310815
657,667,8.535501302599453
2689,2690,10.205860943546739
2925,3035,7.029722832177937
2657,2642,16.77508723860914
957,2840,0.11746516688268804
2900,2902,7.1112842718142035
2687,2688,8.448903168160838
2134,3199,13.024399167023134
875,876,23.834410518310815
3079,479,143.67841189103692
900,2690,10.302112793969242
2925,3035,7.029722832177937
957,2840,119.93193538722453
262,223,21.393186949706077
2687,2688,8.448903168160838
2966,2967,0.12464013107522355
922,2080,340.11004364301783
900,2690,10.302112793969242
941,2841,170.05990123578633
263,3271,13.548793347211447
2687,2688,16.804961246561664
2966,2967,0.12464013107522355
676,679,20.31638790158984
2555,3191,13.735836264338472
922,2080,340.11004364301783
900,2690,20.491015557235524
2510,2505,15.901713668762564
941,2841,255.08985185367948
266,255,8.61185509503922
468,473,14.566853863644923
756,734,9.244781003815357
2690,2689,9.657913039049445
2966,2967,0.12464013107522355
676,679,20.31638790158984
2555,3191,13.735836264338472
922,2080,340.11004364301783
3086,3087,17.71831948605534
900,2690,20.491015557235524
2510,2505,15.901713668762564
941,2841,255.08985185367948
468,473,19.435885127459937
757,758,7.323838191321844
2690,2689,9.657913039049445
2966,2967,0.12464013107522355
3117,2271,12.38531199239821
2555,3191,0.1509432556520711
923,922,263.41070818804417
3088,3087,17.986532460019845
900,2690,10.302112793969242
2510,2505,15.901713668762564
873,872,13.37944032922456
941,2841,170.05990123578633
468,473,14.566853863644923
2690,2689,28.814542748372794
2966,2967,22.559863724615468
578,577,18.874817000356433
3117,2271,13.923860065988048
2555,3191,13.735836264338472
923,922,263.41070818804417
900,2690,10.302112793969242
2510,2505,7.994784220206593
873,872,13.37944032922456
788,2842,0.1579951856954735
270,279,17.288495263851743
2903,2904,17.25783817422512
468,473,14.566853863644923
2690,2689,19.209695165581863
2966,2967,22.559863724615468
679,711,14.340455805717575
809,802,389.8709402657099
578,577,18.874817000356433
3117,2271,7.00039373483377
667,669,12.604144245613119
900,2690,10.302112793969242
873,872,13.37944032922456
788,2842,0.1579951856954735
2903,2904,17.25783817422512
468,473,14.566853863644923
2690,2689,19.209695165581863
711,679,13.568475296873059
826,3222,18.009031038931496
578,577,18.874817000356433
3117,2271,7.00039373483377
667,669,12.604144245613119
2966,2967,33.8397955869232
2441,2437,346.8441433421453
900,2690,10.302112793969242
873,872,13.37944032922456
788,2842,161.3130845950785
2682,2904,6.784916210166692
760,759,4.486531296647119
2690,2689,19.209695165581863
711,679,13.568475296873059
826,3222,18.009031038931496
578,577,18.874817000356433
3117,2271,7.00039373483377
667,669,12.604144245613119
2441,2437,346.8441433421453
900,2690,10.302112793969242
873,872,13.37944032922456
788,2842,189.7522180202637
2682,2904,6.784916210166692
2690,2689,9.657913039049445
718,725,37.697287810526234
578,577,18.874817000356433
3117,2271,13.923860065988048
667,669,6.336890200833115
2797,2438,502.04912535063
924,957,428.4784233216959
900,2690,0.1132100307029587
2511,2510,14.870652510973079
676,679,20.31638790158984
873,872,13.37944032922456
2682,2904,6.784916210166692
2690,2689,9.657913039049445
2967,2968,0.0043986850014825
711,702,17.244044658123606
807,806,8.308572320816587
578,577,18.874817000356433
3117,2271,13.923860065988048
667,669,6.336890200833115
2797,2438,502.04912535063
925,924,259.7411519343918
900,2690,10.302112793969242
2511,2510,14.870652510973079
676,679,20.31638790158984
873,872,13.37944032922456
977,3157,16.668350892783838
2682,2904,6.784916210166692
764,768,14.572036581640072
2690,2689,9.657913039049445
2967,2968,0.0043986850014825
711,702,17.244044658123606
2580,806,8.4994515666292
578,577,18.874817000356433
2271,3117,13.903753278684475
667,669,12.604144245613119
925,924,259.7411519343918
2508,2693,8.894765654223098
2511,2510,14.870652510973079
873,872,13.37944032922456
977,3157,18.73895348816071
768,762,18.929276032253796
2690,2689,0.10613091251702685
2967,2968,1.194242977902503
711,702,25.86606698718541
287,3226,14.749978621284972
578,577,18.874817000356433
2271,3117,13.903753278684475
667,669,12.604144245613119
2508,2693,17.69178663092726
2511,2510,14.870652510973079
873,872,13.37944032922456
977,3157,18.73895348816071
769,764,17.433858058140178
2690,2689,9.657913039049445
711,702,17.244044658123606
800,807,16.920585631542476
287,3226,14.749978621284972
2271,3117,6.990284797570647
667,669,12.604144245613119
2438,2440,507.9200891320195
3129,3130,0.6301427705091007
2508,2693,17.69178663092726
2511,2510,14.870652510973079
679,711,14.340455805717575
873,872,13.37944032922456
977,3157,16.668350892783838
278,270,6.802014119085162
2690,2689,9.657913039049445
702,711,18.01827024792434
2271,3117,13.903753278684475
2914,2973,15.014919398908997
2508,2693,17.69178663092726
2511,2510,14.870652510973079
679,711,14.340455805717575
873,872,13.37944032922456
2082,2849,250.90580780933576
977,3157,0.1035301297688437
2690,2689,9.657913039049445
702,711,18.01827024792434
145,3114,12.79804836261083
2914,2973,7.548937377352037
3130,3131,26.934102472639147
2508,2693,17.69178663092726
2511,2510,14.870652510973079
679,711,14.340455805717575
873,872,13.37944032922456
2082,2849,376.3587117140036
2968,2969,9.580994819700154
702,711,18.01827024792434
2841,809,536.1849338635205
145,3114,12.79804836261083
2426,2374,18.253516282804803
2975,2974,25.384707365656368
2722,2486,3.9852988893225545
3130,3129,25.05729157051694
2508,2693,17.69178663092726
2511,2510,7.476405406069338
711,679,13.568475296873059
3035,3042,9.836675364567093
873,872,13.37944032922456
2082,2849,376.3587117140036
112,899,10.064052185763462
289,2612,13.038911559531364
468,474,9.827549143500057
776,818,514.7290689387074
2968,2969,9.580994819700154
702,726,12.844272243599267
145,3114,6.434377906064008
2426,2374,9.177182219531696
2492,2486,10.828015896780393
928,3048,11.3974811190078
2508,2693,26.53767994639089
2511,2510,7.476405406069338
711,679,13.568475296873059
3035,3042,29.34788309318644
873,872,6.726679944527265
2082,2849,250.90580780933576
112,899,10.064052185763462
468,474,14.741323715250086
2968,2969,9.580994819700154
726,702,12.556496609707075
145,3114,0.0707074495171869
2426,2374,9.177182219531696
928,3048,17.0962216785117
2508,2693,17.69178663092726
718,725,37.697287810526234
3035,3042,29.34788309318644
2082,2849,250.90580780933576
112,899,10.064052185763462
468,474,14.741323715250086
2968,2969,19.056703982040965
726,702,12.556496609707075
579,578,23.017487378776323
145,3114,0.0707074495171869
2426,2374,18.253516282804803
928,3048,11.3974811190078
2508,2693,17.69178663092726
718,725,25.13152520701749
3035,3042,19.565255395457626
2087,2850,352.5177595563415
112,899,10.064052185763462
468,474,14.741323715250086
727,686,15.804752798402374
579,578,23.017487378776323
145,3114,6.434377906064008
2373,2374,18.03352527512727
928,929,13.156449101632246
2508,2693,17.69178663092726
718,725,25.13152520701749
3035,3042,19.565255395457626
2087,2850,352.5177595563415
112,899,10.064052185763462
468,474,14.741323715250086
786,787,20.392245579592323
727,686,10.536501865601583
579,578,23.017487378776323
145,3114,12.79804836261083
2373,2374,20.27371475029836
2462,2489,365.52538678933774
928,929,13.156449101632246
2508,2693,17.69178663092726
725,718,25.21943549621259
2087,2850,414.6658464516808
112,899,10.064052185763462
292,291,28.877441141321235
786,785,10.431111833806217
579,578,23.017487378776323
2373,2374,10.19286211202846
249,3196,12.304939844096461
928,929,13.156449101632246
3149,3002,21.686545210513025
2508,2693,8.894765654223098
725,718,25.21943549621259
2087,2850,414.6658464516808
112,899,10.064052185763462
294,296,8.1340502077341
579,578,23.017487378776323
2373,2374,20.27371475029836
249,3196,0.13521911916589516
928,929,13.156449101632246
2508,2693,8.894765654223098
725,718,25.21943549621259
2087,2850,414.6658464516808
112,899,10.064052185763462
294,293,6.078814699525528
789,2836,190.34646620010372
2969,2937,6.535496882033474
716,727,12.418272575278438
579,578,23.017487378776323
249,3196,12.304939844096461
2508,2693,8.894765654223098
2515,2517,31.542062892367134
725,718,25.21943549621259
2087,2850,414.6658464516808
112,899,10.064052185763462
296,294,0.9386619276631405
2969,2937,6.535496882033474
716,727,12.418272575278438
2654,816,9.937498327503613
579,578,23.017487378776323
2159,2694,14.889120794812301
2515,2517,31.542062892367134
702,711,18.01827024792434
2081,2851,134.7646553267817
296,3246,12.645724082281658
2969,2937,0.0718186470553129
579,578,23.017487378776323
2159,2694,14.889120794812301
2515,2517,31.542062892367134
702,726,12.844272243599267
2081,2851,134.7646553267817
297,296,7.622797574890453
797,3480,8.458482114473423
2969,2937,6.535496882033474
827,820,8.53701582676044
579,578,23.017487378776323
929,928,13.087214023987777
2159,2694,14.889120794812301
2515,2517,31.542062892367134
702,726,12.844272243599267
2081,2851,134.7646553267817
797,796,9.076859583533027
2689,2690,20.299569569032524
663,826,9.862554586798833
929,928,13.087214023987777
2159,2694,14.889120794812301
2515,2401,25.905379078371727
702,726,12.844272243599267
2081,2851,202.14698299017255
2689,2690,20.299569569032524
663,826,14.79383188019825
2146,2147,15.106945516211649
2159,2694,14.889120794812301
2515,2401,25.905379078371727
726,702,12.556496609707075
2803,2852,223.9263076255939
798,3480,8.732513168217368
2689,2690,20.299569569032524
828,827,9.727172842682213
2146,2147,7.595204651797017
2159,2694,14.889120794812301
2515,2401,25.905379078371727
726,702,12.556496609707075
2803,2852,263.40401122266235
2689,2690,20.299569569032524
828,827,9.727172842682213
2146,2147,15.106945516211649
2159,2694,14.889120794812301
2515,2401,38.85806861755759
727,686,10.536501865601583
2803,2852,263.40401122266235
302,3049,11.375950753514067
2689,2690,20.299569569032524
2973,2914,7.5876230496059724
846,829,25.52146803216361
2146,2147,15.106945516211649
2159,2694,7.485690565347621
2515,2401,13.024251359844348
727,686,10.536501865601583
2803,2852,395.1060168339935
2057,2222,25.399448761550225
2689,2690,20.299569569032524
2973,2914,7.5876230496059724
2148,2149,11.133414791684578
2159,2694,14.889120794812301
2515,2401,13.024251359844348
2803,2852,395.1060168339935
802,788,329.00693382172904
2689,2690,20.299569569032524
2973,2914,22.637798439209032
712,716,4.764398375998727
830,829,8.275754545219348
3239,3240,12.425371495392469
2148,2149,12.516447685061543
2137,3199,3.5789253424233296
2159,2694,7.485690565347621
2515,2401,13.024251359844348
2803,2852,263.40401122266235
308,309,16.46290059516441
2689,2690,10.205860943546739
716,712,3.6526355923663374
3239,3240,12.425371495392469
580,579,18.723209749189923
2148,2149,12.516447685061543
3002,2996,18.98111572560794
